"offerID"|"name"
"bestbuy_802"|"Lenovo - ThinkPad E580 15.6in Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black Black"
"bestbuy_803"|"Lenovo - ThinkPad E580 15.6in Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black Black"
"bestbuy_805"|"Lenovo - ThinkPad E580 15.6in Laptop - Intel Core i7 - 8GB Memory - 500GB Hard Drive - Black"
"bestbuy_812"|"Lenovo - ThinkPad T480 14in Laptop - Intel Core i5 - 8GB Memory - 500GB Hard Drive - Black"
"bestbuy_813"|"Lenovo - ThinkPad T480 14in Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Black"
"bestbuy_816"|"Lenovo - ThinkPad T480s 14in Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Black"
"bestbuy_818"|"Lenovo - ThinkPad T480s 14in Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Black"
"bestbuy_819"|"Lenovo - ThinkPad T580 15.6in Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black"
"bestbuy_820"|"Lenovo - ThinkPad T580 15.6in Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Black"
"bestbuy_821"|"Lenovo - ThinkPad X1 Carbon 14in Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black"
"bestbuy_822"|"Lenovo - ThinkPad X1 Carbon 14in Laptop - Intel Core i7 - 16GB Memory - 1TB Solid State Drive - Black"
"bestbuy_823"|"Lenovo - ThinkPad X1 Carbon 14in Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Black"
"bestbuy_825"|"Lenovo - ThinkPad X1 Carbon 14in Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Black"
"bestbuy_827"|"Lenovo - ThinkPad X1 Yoga 2-in-1 14in Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black"
"bestbuy_828"|"Lenovo - ThinkPad X1 Yoga 2-in-1 14in Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Black"
"bestbuy_829"|"Lenovo - ThinkPad X1 Yoga 2-in-1 14in Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Black"
"bestbuy_924"|"MSI - 17.3in Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 2TB Hard Drive + 256GB Solid State Drive - Aluminum Black"
"bhphotovideo_120"|"14in VivoBook Flip 14 Multi-Touch 2-in-1 Notebook"
"bhphotovideo_27"|"15.6in Inspiron 15 5000 Series 5570 Notebook"
"bhphotovideo_32"|"10.1in Transformer Book T101HA Multi-Touch 2-in-1 Notebook (Glacier Gray)"
"bhphotovideo_36"|"15.6in 250 G6 Series Notebook"
"bhphotovideo_43"|"12.3in 32GB Multi-Touch 2-in-1 Chromebook Pro"
"bhphotovideo_57"|"15.6in VivoBook 15 X540UA Notebook"
"bhphotovideo_60"|"11.6in 16GB Chromebook 11-v010nr"
"bhphotovideo_7"|"12.5in C302CA-DHM4 64GB Chromebook Flip"
"bhphotovideo_73"|"15.6in Pavilion 15-cu0071nr Multi-Touch Notebook"
"bhphotovideo_75"|"15.6in IdeaPad 330 Multi-Touch Notebook"
"bhphotovideo_76"|"15.6in IdeaPad 330 Multi-Touch Notebook"
"bhphotovideo_8"|"12in MacBook (Mid 2017 Space Gray)"
"buydig_100"|"Lenovo Ideapad 530s 14in i5 8250U 8GB 128GB Laptop"
"buydig_105"|"Acer NX.VDVAA.003 Travelmate P459 15.6in Intel Core i7-6500U 8GB Laptop"
"buydig_127"|"MSI GS63VR STEALTH PRO 674 15.6in"
"buydig_14"|"Hewlett Packard 11-v010nr 11.6in HD Chromebook - Intel Celeron N3060 Processor"
"buydig_143"|"Dell 14in i5 8250U 4GB 500GB SATA"
"buydig_153"|"Acer 15.6in Ci58250 8G 256SSD Win10"
"buydig_154"|"Acer 12in Ci37130U 4G 128SSD W10P"
"buydig_156"|"Dell 14.1in HD i5 8350U 8GB 126GB M2"
"buydig_158"|"Hewlett Packard ZBk3 15 i7 6700 1T 8G W7 10"
"buydig_162"|"Hewlett Packard 745G5 R7-2700U 14 8GB/256 PC"
"buydig_166"|"Lenovo Ideapad 320s 15IKB 15.6 Inches Corei7 8GB DDR4 1TB HDD Laptop - 80X50002US"
"buydig_171"|"Hewlett Packard ZBk15G4 i77820HQ 16G 512G 15.6"
"buydig_175"|"Acer 17.3in Ci58250 8G 1TB W10"
"buydig_185"|"Hewlett Packard 15.6in ZB15G5 i78750H 16GB 512"
"buydig_189"|"Hewlett Packard ZBk15G4 i77700HQ 8G 256G 15.6in"
"buydig_190"|"Hewlett Packard EB850G5 i58250U 8G 256GB 15.6"
"buydig_197"|"Dell 14in i7 8850H 16GB 256GB"
"buydig_199"|"Dell 14in FHD Intel Core i5-7300U 8GB DDR4 Latitude 7480 Laptop - J350V"
"buydig_200"|"Hewlett Packard 15.6in ZBook 15vG5 i78750H 16G"
"buydig_202"|"Acer 15.6in Ci57200U 6G 1TB W10H"
"buydig_212"|"Dell i7577-7425BLK Inspiron 15.6in i7-7700HQ 16GB RAM 128GB Gaming Notebook Laptop"
"buydig_215"|"Dell 14in i3 7130U 4GB 500GB Sata"
"buydig_221"|"Dell 14in i7 8850H 8GB 256GB"
"buydig_225"|"Asus 11.6'' Intel Dual Core Celeron"
"buydig_228"|"Acer NX.EF3AA.010 15.6 inch Intel Core i3-5005U Dual-core 2 GHz Chromebook - OPEN BOX"
"buydig_23"|"Hewlett Packard 13-AH0010NR ENVY 13.3in i7-8550U 8GB RAM 256GB Touch Laptop w/ Amazon Alexa"
"buydig_250"|"Lenovo Flex 6 14in Core i5 8GB RAM 256GB SSD 2-in-1 Laptop - 81EM0008US"
"buydig_252"|"Hewlett Packard 15.6in 650 G2 i5-6200U 4G 500GB"
"buydig_260"|"Hewlett Packard 15-CX0030NR Pavilion 15.6in Intel i5-8300H 8GB RAM 1TB Gaming Laptop - Open Box"
"buydig_263"|"Dell AW17R5-7108SLV 17.3in Alienware R5 i7-8750H 8GB RAM 1TB Gaming Notebook Laptop"
"buydig_276"|"Hewlett Packard 1040 G4 i77500U 8GB 256GB 14in"
"buydig_277"|"Hewlett Packard PB360 440G1 i58250U 8G 256G 14"
"buydig_28"|"Hewlett Packard OMEN X - 17-ap020nr 17.3in Intel i7-7820HK 16G 1TB Gaming Laptop"
"buydig_286"|"Dell 14in i5 8400H 8GB 256GB"
"buydig_304"|"ASUS 15.6in E2-6110 4GB 500GB Win10"
"buydig_306"|"ASUS 13.3in 8550U 8GB Win 10"
"buydig_310"|"Hewlett Packard 14in 1040G4 i7-7500U 8GB/512PC"
"buydig_315"|"Hewlett Packard 755G5 R7-2700U 15 8GB/256 PC"
"buydig_323"|"Hewlett Packard 14in ZBook14uG5 i58350U 8GB/256"
"buydig_324"|"Hewlett Packard 15.6in 650G4 i57200U 4GB/500 PC"
"buydig_335"|"Hewlett Packard 15 in 450G5 i57200U 8GB/256"
"buydig_351"|"Hewlett Packard 645G4 R7-2700U 14 8GB/500 PC"
"buydig_362"|"Hewlett Packard 15in i5 8250 8G 256 TCH W10 2c"
"buydig_371"|"Hewlett Packard 15.6in EB850G5 i57300U 256GB 8G"
"buydig_376"|"Hewlett Packard EB840G5 i58250U 8G 256GB 14in"
"buydig_377"|"Hewlett Packard 15in  i3 8130  8G 1T TCH W10 2c"
"buydig_38"|"Hewlett Packard 15-CX0020NR Pavilion 15.6in Intel i5-8300H 8GB RAM + 16GB 1TB Gaming Laptop"
"buydig_380"|"Hewlett Packard 15in  i5 8250  8G 1T TCH W10 2c"
"buydig_384"|"Hewlett Packard 250G6 i57200U 4G 500GB 15.6in"
"buydig_387"|"Hewlett Packard 840G4 i77500U 14in 8G 256 W10P"
"buydig_388"|"Hewlett Packard 840G4 i77500U 14in 16G 512GB"
"buydig_390"|"Hewlett Packard 15.6in 450PBG3 i56200U 500GB 8G"
"buydig_392"|"Hewlett Packard ProBook 470 G5 Notebook PC - 2TT74UTABA"
"buydig_393"|"Hewlett Packard 470 i78550U 17.3in 16G 256GB"
"buydig_394"|"Hewlett Packard 1020EBG2 i77600U 16G 512G 12.5"
"buydig_40"|"Samsung XE510C24-K01US Chromebook Pro 12.3in Intel M3-6Y30 2-in-1 Tablet w/ Pen"
"buydig_400"|"Hewlett Packard 1030 G2 i77600U 13.3in 8G 512GB"
"buydig_406"|"Acer 14in Ci58250U 8G 256SSD W10P"
"buydig_416"|"ASUS 15.6in i7 7700HQ 16GB 512GB Blk"
"buydig_421"|"Hewlett Packard 840EBG4 i57300U 16G 512GB 14in"
"buydig_422"|"Hewlett Packard 840EBG4 i57200U 8G 256GB 14in"
"buydig_432"|"Acer 15.6in Ci78550 8G 256SSD W10P"
"buydig_435"|"Hewlett Packard 1030 G2 i57200U 13in 8G 128GB"
"buydig_438"|"Dell 15.6in i5 8300H 8GB 128GB"
"buydig_44"|"Dell G3579-5965BLK 15.6in i5-8300H 8GB RAM 256GB SSD Gaming Notebook Laptop"
"buydig_451"|"Hewlett Packard 14in ZBook14uG5 i78650U 8GB/256"
"buydig_452"|"Hewlett Packard 14in ProBook 645G4 R52500U"
"buydig_454"|"Hewlett Packard 250G6 i57200U 8G 256GB 15.6in"
"buydig_46"|"Dell AW17R5-7092SLV 17.3in Alienware R5 i7-8750H 16GB RAM 1TB Gaming Notebook Laptop"
"buydig_460"|"Hewlett Packard 1020EBG2 i77500U 8GB 256G 12.5"
"buydig_462"|"Hewlett Packard 15in Ryz5 2500 8G 1T TCH W10 2c"
"buydig_464"|"Hewlett Packard 745G5 R7-2700U 14 8GB/256 PC"
"buydig_465"|"Hewlett Packard 745G5 R7-2700U 14 16GB/512 PC"
"buydig_479"|"Dell 14in i5 8350U 8gb 500GB SATA"
"buydig_482"|"Hewlett Packard 15.6in 850G4 i5-7300U 8G 256GB"
"buydig_488"|"Asus UX490UA-XH74-BL I7-8550U 1.8G 16GB 512GB 14IN W10P NO TOUCHSCREEN"
"buydig_494"|"Hewlett Packard ZB14uG4 i77500U 8G 256GB 14in"
"buydig_50"|"Dell AW17R5-7108SLV 17.3in Alienware R5 i7-8750H 8GB RAM 1TB Gaming Notebook Laptop"
"buydig_505"|"Hewlett Packard EBx360 1030G2 i57300U 16G 256G"
"buydig_55"|"Lenovo Legion Y520 15.6in 8GB 1TB Full HD IPS Gaming Laptop - 80YY0090US"
"buydig_56"|"Hewlett Packard 15-CX0030NR Pavilion 15.6in Intel i5-8300H 8GB RAM 1TB Gaming Laptop"
"buydig_66"|"Lenovo Flex 5 15.6in Core i7 8550U 8GB RAM 256GB SSD 2-in-1 Laptop - 81CA000UUS"
"buydig_74"|"Hewlett Packard ProBook 450 G5 Notebook PC - 2ST09UTABA"
"buydig_75"|"Dell i5570-5644SLV 15.6in Inspiron i5-8250U 8GB RAM 1TB Notebook Laptop"
"buydig_97"|"MSI 17.3'' 16GB i7-8750H Gaming Notebook - GS73016"
"cukusa_13"|"Asus ROG Strix Scar 17.3&ampquot 120Hz GTX 1060 8th Gen Coffee Lake Gaming Laptop [GL703GM-DS74]"
"cukusa_18"|"Lenovo ThinkPad E580 15.6&ampquot Full HD Business Laptop 20KS003LUS"
"cukusa_20"|"Asus ROG Zephyrus 15.6&ampquot Full HD 144Hz Ultra Thin GTX 1070 8th Gen Coffee Lake H Gaming Laptop [GM501GS-XS74]"
"cukusa_26"|"Asus ROG Strix Scar 17.3&ampquot 144Hz GTX 1070 8th Gen Coffee Lake H Gaming Laptop [GL703GS-DS74]"
"cukusa_3"|"Asus ROG Strix SCAR II GTX 1070 Gaming Laptop [GL504GS-DS74]"
"cukusa_35"|"Alienware 17 GTX 1070 VR Ready Gaming Laptop"
"cukusa_36"|"Asus ROG Strix Scar II 17.3&ampquot 144Hz GTX 1060 Gaming Laptop [GL704GM-DH74]"
"cukusa_51"|"Lenovo Thinkpad X1 Carbon 6th Gen Business Ultrabook 14&ampquot WQHD Laptop 20KH002RUS"
"cukusa_64"|"MSI GT83 TITAN-014 GTX 1080 SLI VR Ready Gaming Laptop"
"cukusa_75"|"Lenovo ThinkPad T480 Laptop [20L5000UUS]"
"cukusa_76"|"MSI GS63VR Stealth Pro 674 VR Ready Gaming Laptop"
"cukusa_78"|"HP ZBook 14u G5 8th Gen 14&ampquot FHD Mobile Workstation Laptop - [3YE07UT]"
"electronicsface_102"|"ASUS Chromebook C202SA-YS02 11.6in Ruggedized and Water Resistant Design with 180 Degree (Intel Celeron 4 GB 16GB eMMC Dark Blue)"
"electronicsface_226"|"HP Business EliteBook 1040 G3 Notebook PC (ENERGY STAR) V1P90UT i5 6200U 14 8GB 256GB"
"electronicsface_228"|"HP Business V1P72UT 14in 640G2 i5-6200U 4G 500GB"
"electronicsface_229"|"HP Business V1P79UT 15.6in 650 G2 i5-6300U 8G 500GB"
"electronicsface_238"|"HP Elitebook 850 G4 15.6in Notebook Windows Intel Core i5 2.6 GHz 8 GB RAM 256 GB SSD  Silver (1BS49UTABA)"
"electronicsface_255"|"HP V1H19UTABA Business 850 i5-6300U 15.6in 8GB 256 7/10 Laptop"
"electronicsface_36"|"Acer Chromebook 15 C910-3916 (15.6-inch Full HD IPS Intel Core i3 4GB 32GB SSD)"
"electronicsface_4"|"Acer Aspire E 15 E5-575-33BM 15.6-Inch Full HD Notebook (Intel Core i3-7100U Processor 7th Generation  4GB DDR4 1TB 5400RPM Hard Drive Intel HD Graphics 620 Windows 10 Home) Obsidian Black"
"electronicsface_72"|"Acer Swift 5 14in Full HD 7th Gen Intel Core i5-7200U 8GB LPDDR3 256GB SSD Windows 10 SF514-51-555P (Pearl White)"
"electronicsface_87"|"Alienware AW17R4-7345SLV-PUS 17in Laptop (7th Generation Intel Core i7 16GB RAM 1TB HDD Silver) VR Ready with NVIDIA GTX 1070"
"electronicsface_89"|"Apple 12in MacBook Retina 1.2GHz Intel Core m3 Dual Core Processor 8GB RAM 256GB SSD Mac OS Space Gray MNYF2LL/A (Newest Version)"
"galleon_5"|"ASUS Chromebook C202SA-YS02 11.6in Ruggedized and Water Resistant Design with 180 Degree (Intel Celeron 4 GB 16GB eMMC Dark Blue Silver)"
"galleon_58"|"ASUS ROG Strix Scar Edition GL703GS-DS74 17.3” Gaming Laptop 8th-Gen 6-Core Intel Core i7-8750H Processor (up to 3.9GHz) GTX 1070 8GB 144Hz 3ms Display 16GB DDR4 256GB PCIe SSD + 1TB FireCuda"
"galleon_6"|"ASUS C302CA-DHM4 Chromebook Flip 12.5-inch Touchscreen Convertible Chromebook Intel Core m3 4GB RAM 64GB Flash Storage All-Metal Body USB Type C Corning Gorilla Glass Chrome OS"
"galleon_70"|"ASUS ROG Zephyrus M Ultra Slim Gaming Laptop 15.6” Full HD 144Hz IPS-Type G-SYNC GeForce GTX 1070 Intel Core i7-8750H Processor 16GB DDR4 256GB PCIe SSD + 1TB FireCuda Windows 10 - GM501GS-XS74"
"galleon_74"|"ASUS ZenBook 13 UX331UA Ultra-Slim Laptop 13.3” Full HD WideView Display 8th gen Intel Core i7-8550U Processor 8GB LPDDR3 256GB SSD Windows 10 Backlit Keyboard Fingerprint Icicle Gold"
"galleon_76"|"Lenovo Thinkpad X1 Carbon (6th Gen) 20KH002FUS 14in HDR WQHD (2560x1440) Ultrabook - Intel Core i7-8650U Processor 16GB RAM 1TB PCIe SSD Windows 10 Pro"
"howardcomputer_1011"|"ASUS ROG Strix GL504GS DS74"
"howardcomputer_103"|"HP EliteBook 840 G4"
"howardcomputer_1047"|"MSI PS42 8RB 060"
"howardcomputer_1055"|"ASUS VivoBook X540YA DB02"
"howardcomputer_1077"|"HP Pavilion Gaming 15-cx0020nr"
"howardcomputer_113"|"HP EliteBook 1040 G3"
"howardcomputer_1159"|"Lenovo 720S-15IKB 81AC"
"howardcomputer_1189"|"Dell Latitude 5591"
"howardcomputer_1201"|"ASUS VivoBook E402WA WH21"
"howardcomputer_121"|"Lenovo ThinkPad T580 20L9"
"howardcomputer_123"|"Lenovo ThinkPad X1 Yoga 20LD"
"howardcomputer_1241"|"Lenovo 330-15ARR Touch 81D3"
"howardcomputer_1265"|"HP EliteBook 745 G5"
"howardcomputer_137"|"HP EliteBook x360 1030 G2"
"howardcomputer_1373"|"ASUS VivoBook 15 X540UA-DB51"
"howardcomputer_1377"|"Lenovo ThinkPad X380 Yoga 20LH"
"howardcomputer_1437"|"Acer Aspire 5 A515-51G-5067"
"howardcomputer_1485"|"Lenovo 330-15IKBR 81DE"
"howardcomputer_1489"|"Lenovo 330-15IKB Touch 81DJ"
"howardcomputer_15"|"HP 250 G6"
"howardcomputer_151"|"Lenovo ThinkPad T480s 20L7"
"howardcomputer_1541"|"HP EliteBook x360 1030 G2"
"howardcomputer_1563"|"HP ProBook x360 440 G1"
"howardcomputer_1599"|"Lenovo ThinkPad E480 20KN"
"howardcomputer_1679"|"HP Pavilion Gaming 15-cx0030nr"
"howardcomputer_17"|"Lenovo ThinkPad P71 20HK"
"howardcomputer_173"|"HP EliteBook 1040 G3"
"howardcomputer_1731"|"HP ProBook x360 440 G1"
"howardcomputer_1739"|"ASUS ZenBook 3 Deluxe UX490UA XH74"
"howardcomputer_1751"|"Dell Inspiron 15 Gaming 7577"
"howardcomputer_1765"|"Dell Inspiron 5570"
"howardcomputer_181"|"HP EliteBook 850 G4"
"howardcomputer_1857"|"HP ProBook 645 G4"
"howardcomputer_1893"|"Lenovo ThinkPad X1 Yoga 20LD"
"howardcomputer_1907"|"Lenovo ThinkPad P52s 20LB"
"howardcomputer_1915"|"Lenovo Legion Y520-15IKBM 80YY"
"howardcomputer_195"|"ASUS Chromebook C202SA YS02"
"howardcomputer_2079"|"HP ProBook 440 G5"
"howardcomputer_209"|"Microsoft Surface Laptop"
"howardcomputer_2107"|"Lenovo ThinkPad X1 Yoga 20LF"
"howardcomputer_2137"|"HP EliteBook 745 G5"
"howardcomputer_2157"|"Dell Latitude 3490"
"howardcomputer_2221"|"Lenovo 320S-15IKB 80X5"
"howardcomputer_2273"|"HP EliteBook 745 G5"
"howardcomputer_2277"|"HP 250 G6"
"howardcomputer_2287"|"Acer Aspire 3 A315-51-57Z4"
"howardcomputer_2301"|"Dell Latitude 5491"
"howardcomputer_2319"|"HP EliteBook 840 G4"
"howardcomputer_251"|"HP ProBook 640 G2"
"howardcomputer_29"|"Lenovo ThinkPad T480 20L5"
"howardcomputer_449"|"HP ProBook 650 G2"
"howardcomputer_627"|"HP EliteBook 840 G4"
"howardcomputer_669"|"MSI GS63VR Stealth Pro-674"
"howardcomputer_695"|"HP EliteBook 830 G5"
"howardcomputer_697"|"Lenovo ThinkPad T580 20L9"
"howardcomputer_737"|"Lenovo ThinkPad E580 20KS"
"howardcomputer_739"|"HP EliteBook 1040 G4"
"howardcomputer_777"|"HP EliteBook 850 G5"
"howardcomputer_787"|"HP ProBook 650 G4"
"howardcomputer_821"|"Lenovo ThinkPad E580 20KS"
"howardcomputer_829"|"HP ProBook 650 G4"
"howardcomputer_883"|"Dell Latitude 7490"
"howardcomputer_887"|"OMEN X by HP 17-ap020nr"
"howardcomputer_89"|"Dell Latitude 5590"
"howardcomputer_961"|"MSI GT83 Titan SLI-014"
"kaizyr_1"|"10.1in Quad Core 4GB 64GB"
"kaizyr_104"|"EB1040G4 i7-7500U 14 8GB-256 PC U.S. - English localization"
"kaizyr_110"|"EB745G5 R7-2700U 14 8GB-256 PC U.S. - English localization"
"kaizyr_111"|"EB745G5 R7-2700U 14 8GB-256 PC U.S. - English localization"
"kaizyr_119"|"EB840G5 i5-8250U 14 8GB-256 PC"
"kaizyr_216"|"ZBook 15 G4 i7-7700HQ 15.6 8GB"
"kaizyr_25"|"15.6in i7 7700HQ 16GB 1TB"
"kaizyr_26"|"15.6in NanoEdge FHD (1920x1080)"
"kaizyr_46"|"650G4 i5 7200U 15 4GB500 PC US"
"kaizyr_66"|"840 G4 i77500U 14 16GB512  US"
"kaizyr_71"|"850 G4 i57300U 15.6 8GB 256  US"
"macmall_100"|"MSI GT83 TITAN-014 - Intel Core i7-8850H (2.6 - 4.3GHz) 32GB (16G*2) DDR4 2666MHz Super RAID 4 512GB SSD (NVMe) [256GB *2]+1TB (SATA) 7200rpm BD Burner (9.5mm) LAN WLAN BT 5 Dual GeForce® GTX1080 [SLI] 16G GDDR5X (8GB each) 18.4in Full HD (GT83014)"
"macmall_106"|"HP Inc. Smart Buy EliteBook 745 G5 AMD Ryzen 7 2700U Quad-Core 2.2GHz UltraThin Notebook PC - 8GB RAM 256GB SSD 14in LED FHD UWVA AMD Radeon Vega Graphics 10/100/1000 Intel 8265 AC 2x2 WiFi + Bluetooth 4.2 720p HD IR Webcam 3-Cell 50 Wh Li-Ion Polymer (4JB95UTABA)"
"macmall_107"|"HP Inc. Smart Buy EliteBook 745 G5 AMD Ryzen 7 2700U Quad-Core 2.2GHz UltraThin Notebook PC - 8GB RAM 256GB SSD 14in FHD UWVA AMD Radeon Vega Graphics 10/100/1000 Intel 8265 AC 2x2 WiFi + Bluetooth 4.2 720p HD IR Webcam 3-Cell 50 Wh Li-Ion Polymer (4JB90UTABA)"
"macmall_108"|"Lenovo ThinkPad E480 20KN 7th Gen Intel Core i3-7020U Dual-Core 2.30GHz Notebook PC - 4GB RAM 500GB HDD 14in HD (1366x768) TN Display Intel HD Graphics 620 802.11ac Wi-Fi Bluetooth 4.1 Windows 10 Pro 64-bit - Black (20KN008GUS)"
"macmall_120"|"HP Inc. ZBook 15 G5 8th Gen Intel Core i7-8750H 6-Core 2.20GHz Notebook PC - 16GB RAM 512GB PCIe NVMe SSD 15.6in FHD (1920x1080) eDP LED-backlit Touchscreen Display Intel UHD Graphics 630 GbE WiFi Bluetooth Webcam Windows 10 Pro 64 - Smart Buy (4RB08UTABA)"
"macmall_133"|"HP Inc. Smart Buy ZBook 15 G3 Intel Core i7-6700HQ Quad-Core 2.60GHz Mobile Workstation - 8GB RAM 1TB HDD 15.6in LED FHD Gigabit Ethernet 802.11ac Bluetooth Webcam TPM + Fingerprint Reader 9-cell 90 Wh Li-Ion Polymer (V2W06UTABA)"
"macmall_207"|"HP Inc. ZBook 14u G5 8th Gen Intel Core i5-8350U Quad-Core 1.7GHz Mobile Workstation - 8GB RAM 256GB SSD  Z Turbo Drive NVMe 14in IPS Touchscreen 1920 x 1080 (Full HD) Radeon Pro WX 3100 / HD Graphics 620 Wi-Fi Bluetooth - turbo silver - kbd: US (3YE06UTABA)"
"macmall_216"|"HP Inc. Smart Buy EliteBook 745 G5 AMD Ryzen 7 2700U Quad-Core 2.2GHz UltraThin Notebook PC - 16GB RAM 512GB SSD 14in Touchscreen LED FHD UWVA 10/100/1000 Intel 8265 AC 2x2 WiFi + Bluetooth 4.2 720p HD IR Webcam 3-Cell 50 Wh Li-Ion Polymer (4JC02UTABA)"
"macmall_220"|"HP Inc. Smart Buy ProBook 645 G4 AMD Ryzen 5 2500U Quad-Core 2GHz Notebook PC - 8GB DDR4 SDRAM 256GB SSD 14in LED HD SVA AMD Radeon Vega Graphics 10/100/1000 Intel 8265 AC 2x2 WiFi + Blutooth 4.2 720p HD Webcam Microsoft Windows 10 Pro 64-bit (4LB46UTABA)"
"macmall_227"|"HP Inc. Smart Buy EliteBook 755 G5 AMD Ryzen 7 2700U Quad-Core 2.2GHz UltraThin Notebook PC - 8GB RAM 256GB SSD 15.6in FHD UWA 400 nit 10/100/1000 Intel 8265 AC 2x2 WiFi + Bluetooth 4.2 720p HD IR Webcam 3-cell 56 WHr Li-ion (4HZ54UTABA)"
"macmall_262"|"Lenovo ThinkPad E480 20KN - Core i5 8250U / 1.6 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD TCG Opal Encryption 2 NVMe - 14in IPS 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi Bluetooth - black (20KN003XUS)"
"macmall_263"|"Lenovo ThinkPad E580 20KS 8th Gen Intel Core i5-8250U Quad-Core 1.60GHz Notebook PC - 8GB RAM 256GB SSD M.2 PCIe NVMe Opal2 15.6in FHD (1920x1080) IPS Display Intel UHD Graphics 620 802.11ac 2x2 +BT4.1 720p Camera Windows 10 Pro 64 - TopSeller (20KS003SUS)"
"macmall_268"|"Lenovo ThinkPad T480 20L5 8th Gen Intel Core i7-8550U Quad-Core 1.80GHz Notebook PC - 8GB RAM 256GB SSD M.2 PCIe NVMe Opal2 14in FHD (1920x1080) IPS Display Intel UHD Graphics 620 Intel 8265ac 2x2 + BT4.1 720p Camera Windows 10 Pro 64 - TopSeller (20L5000UUS)"
"macmall_271"|"Lenovo ThinkPad P52s 20LB 8th Gen Intel Core i7 8650U / 1.9 GHz - Win 10 Pro 64-bit - 16 GB RAM - 1 TB SSD TCG Opal Encryption 2 NVMe - 15.6in IPS 1920 x 1080 (Full HD) - Quadro P500 / UHD Graphics 620 - Wi-Fi Bluetooth - WWAN upgradable - Black (20LB0019US)"
"macmall_275"|"Lenovo ThinkPad E480 20KN - Core i5 7200U / 2.5 GHz - Win 10 Pro 64-bit - 4 GB RAM - 500 GB HDD - 14in TN 1366 x 768 (HD) - HD Graphics 620 - Wi-Fi Bluetooth - black (20KN003TUS)"
"macmall_278"|"Acer Aspire 3 A315-51-57Z4 Intel Core i5-7200U Dual-core 2.5GHz Notebook Computer - 6GB RAM 1TB HDD 15.6in Full HD (1920 x 1080) ComfyView Gigabit Ethernet 802.11ac wireless LAN Webcam 2-Cell 4810mAh Li-ion - Obsidian Black (NX.GNPAA.022)"
"macmall_292"|"HP Inc. Smart Buy ZBook 15 G3 Intel Core i7-6700HQ Quad-Core 2.60GHz Mobile Workstation - 16GB RAM 512GB SSD 15.6in LED FHD Gigabit Ethernet 802.11ac Bluetooth Webcam TPM + Fingerprint Reader 9-cell 90 Wh Li-Ion Polymer (V2W10UTABA)"
"macmall_293"|"HP Inc. Pavilion 15-cs0079nr 8th Gen Intel Quad-Core i5-8250U 1.6GHz Notebook PC - 8GB DDR4 RAM 1TB HDD DVDRW 15.6in FHD 1920x1080 Touchscreen UHD Graphics 620 Gigabit Ethernet WiFi Bluetooth Microsoft Windows 10 Home Edition (3VN32UAABA)"
"macmall_295"|"Lenovo ThinkPad E580 20KS 7th Gen Intel Core i3-7020U Dual-Core 2.30GHz Notebook PC - 4GB RAM 500GB HDD 15.6in HD (1366x768) Display Intel HD Graphics 620 Wi-Fi Bluetooth Windows 10 Pro 64-bit - Black (20KS008JUS)"
"macmall_306"|"Lenovo ThinkPad P51 20HH 7th Gen Intel Core i7-7820HQ Quad-Core 2.90GHz Mobile Workstation - 8GB RAM 256GB SSD M.2 PCIe NVMe Opal2 15.6in FHD (1920x1080) IPS Display NVIDIA Quadro M1200 4GB WiFi BT4.1 WWAN Upgradable Windows 10 Pro 64 (20HH000GUS)"
"macmall_308"|"Lenovo ThinkPad P71 Intel Core i7-7700HQ Quad-Core 2.80GHz Notebook PC - 8GB RAM 500GB HDD 17.3in FHD IPS LCD Gigabit Ethernet 802.11ac Bluetooth 4.1 Fingerprint Reader - Black (20HK0013US)"
"macmall_309"|"HP Inc. ZBook 17 G4 Mobile Workstation - Intel Core i7-7820HQ 3.9GHz - 16GB DDR4 - 1TB HDD - 17.3in FHD Display 1920x1080 - 6GB NVIDIA Quadro P3000 - 4x USB 3.0 - Bluetooth 4.2 - Win 10 Pro 64-bit (1NL41UTABA)"
"macmall_314"|"HP Inc. ZBook Studio G4 Intel Core i7-7700HQ Quad-Core 2.80GHz Notebook PC - 8GB RAM 256GB HP Z Turbo Drive PCIe SSD 15.6in FHD UWVA anti-glare LED-backlit Intel I219-LM Gigabit Windows 10 Pro 64 (1MP26UTABA)"
